tenure,Churn_flag,MonthlyCharges,SeniorCitizen,Contract_OneYear,Contract_TwoYear,InternetService_Fiber,OnlineSecurity_Yes,TechSupport_Yes,PaperlessBilling_Yes,Contract,MonthlyCharges_x_logT,TechSupport_x_logT
3,0,20.5,0,0,0,0,0,0,1,Month-to-month,22.52155191769625,0.0
53,0,111.8,0,1,0,1,0,1,1,One year,443.87863593512725,3.970291913552122
1,0,20.2,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
20,0,19.7,0,1,0,0,0,0,1,One year,59.015925789013615,0.0
3,1,79.1,0,0,0,1,1,0,1,Month-to-month,86.90023203364748,0.0
51,0,19.85,0,1,0,0,0,0,1,One year,78.04673880957787,0.0
51,0,60.5,0,1,0,0,1,1,1,One year,237.8754507798217,3.9318256327243257
13,0,19.55,0,0,1,0,0,0,0,Two year,50.14475993837304,0.0
1,0,20.9,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
1,0,21.05,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
63,0,71.5,0,1,0,0,1,1,0,One year,296.23413293699457,4.143134726391533
3,0,54.65,0,0,0,0,0,0,0,Month-to-month,60.0391615757122,0.0
46,0,19.2,0,0,1,0,0,0,0,Two year,73.50991481259062,0.0
1,0,49.8,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
8,1,25.5,0,0,0,0,0,0,0,Month-to-month,53.02575931283581,0.0
71,0,20.5,0,0,1,0,0,0,0,Two year,87.38493747934697,0.0
55,0,90.4,0,0,0,1,0,0,1,Month-to-month,362.2629199450154,0.0
70,0,90.25,0,1,0,1,0,1,1,One year,383.4266955949547,4.248495242049359
2,1,80.75,0,0,0,1,0,0,0,Month-to-month,55.971634830215585,0.0
67,0,104.6,0,0,1,1,1,1,0,Two year,439.810847988295,4.204692619390966
65,1,91.85,0,0,0,1,0,0,1,Month-to-month,383.4174707399142,0.0
14,0,50.2,0,0,0,0,0,0,0,Month-to-month,132.48067794668597,0.0
20,0,95.5,0,0,0,1,0,1,1,Month-to-month,286.0924321244061,2.995732273553991
1,1,75.35,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
1,1,75.45,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
49,0,95.4,0,0,0,1,0,0,1,Month-to-month,371.2796564397538,0.0
72,0,101.3,0,0,1,1,1,0,1,Two year,433.2262778563264,0.0
46,0,53.1,0,0,0,0,1,0,0,Month-to-month,203.30085815357094,0.0
24,0,84.85,0,0,0,1,0,0,1,Month-to-month,269.6578675050232,0.0
5,0,34.25,0,0,0,0,0,1,0,Month-to-month,55.12324850086794,1.6094379124341003
33,0,88.6,0,0,0,1,0,1,0,Month-to-month,309.79056994593014,3.4965075614664802
42,0,60.15,0,1,0,0,1,0,1,One year,224.8208275397446,0.0
23,0,99.95,0,1,0,1,1,0,1,One year,313.3926468821185,0.0
8,0,70.7,0,0,0,1,0,0,0,Month-to-month,147.01651699676438,0.0
66,0,54.8,0,1,0,0,1,0,1,One year,229.59307986304808,0.0
24,1,49.55,0,0,0,0,1,0,1,Month-to-month,157.4725672937407,0.0
24,0,54.8,1,0,0,0,0,0,0,Month-to-month,174.15734990306743,0.0
69,1,78.6,0,1,0,0,1,1,1,One year,332.8007712613446,4.23410650459726
53,0,100.3,0,1,0,1,0,0,1,One year,398.2202789292778,0.0
60,0,53.6,0,0,1,0,1,0,0,Two year,219.45686853510458,0.0
7,1,81.1,0,0,0,1,0,0,1,Month-to-month,157.81331308838588,0.0
20,0,19.35,0,1,0,0,0,0,1,One year,57.96741949326973,0.0
23,0,85.6,0,0,0,1,0,0,0,Month-to-month,268.3983048835352,0.0
72,0,80.8,0,0,1,0,1,1,1,Two year,345.55462241649724,4.276666119016055
11,1,74.95,0,0,0,1,0,0,1,Month-to-month,179.7222506962379,0.0
21,0,19.6,0,0,1,0,0,0,0,Two year,59.6726397793791,0.0
1,1,93.55,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
31,0,90.7,1,0,0,1,0,0,1,Month-to-month,311.46263944680277,0.0
57,0,69.75,0,0,1,0,0,1,0,Two year,282.0028259314599,4.04305126783455
45,0,20.0,0,0,1,0,0,0,1,Two year,76.13324979540639,0.0
10,0,95.25,0,0,0,1,0,0,1,Month-to-month,219.32123010768288,0.0
58,1,102.1,0,0,0,1,0,1,1,Month-to-month,414.57123137678934,4.060443010546419
14,0,19.95,0,0,0,0,0,0,0,Month-to-month,52.649193725824404,0.0
27,0,80.85,0,1,0,0,1,1,0,One year,266.46841061645,3.295836866004329
14,1,90.9,0,0,0,1,0,0,1,Month-to-month,239.890311262027,0.0
12,1,29.2,0,0,0,0,0,0,0,Month-to-month,72.55927417380961,0.0
69,0,93.3,0,0,1,1,0,1,1,Two year,395.04213687892434,4.23410650459726
25,1,89.15,0,0,0,1,0,0,1,Month-to-month,286.9627797870001,0.0
58,1,108.85,1,1,0,1,1,0,1,One year,441.9792216979777,0.0
35,0,46.35,0,0,1,0,1,1,1,Two year,164.79038265003433,3.5553480614894135
16,1,84.75,1,0,0,1,0,0,1,Month-to-month,234.97689420982144,0.0
45,0,78.75,0,1,0,0,0,0,0,One year,299.77467106941265,0.0
17,0,83.55,0,0,0,1,0,0,1,Month-to-month,236.71497489589686,0.0
1,1,45.7,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
22,0,19.6,0,1,0,0,0,0,0,One year,60.584432085822996,0.0
1,1,69.95,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
67,0,67.85,0,0,1,0,1,1,0,Two year,285.288394225677,4.204692619390966
67,0,105.65,0,0,1,1,0,1,1,Two year,444.22577523865556,4.204692619390966
2,1,44.6,0,0,0,0,0,0,0,Month-to-month,30.91436425297356,0.0
23,1,74.95,0,0,0,1,0,0,1,Month-to-month,235.00529148388978,0.0
9,0,75.5,1,0,0,1,0,0,0,Month-to-month,165.89045558888458,0.0
5,0,20.15,0,0,0,0,0,0,0,Month-to-month,32.43017393554712,0.0
54,0,45.2,0,0,1,0,1,1,0,Two year,180.3020789047052,3.9889840465642745
57,1,95.25,0,0,1,1,0,0,1,Two year,385.1006332612409,0.0
24,1,89.85,0,0,0,1,0,0,1,Month-to-month,285.5481366567629,0.0
49,1,100.45,0,1,0,1,0,0,0,One year,390.93334894521246,0.0
5,1,47.15,0,0,0,0,0,0,0,Month-to-month,75.88499757126783,0.0
2,1,80.2,0,0,0,1,0,0,1,Month-to-month,55.590403880907616,0.0
4,1,87.1,0,0,0,1,0,1,1,Month-to-month,120.74623885354247,1.3862943611198906
70,0,79.25,0,0,1,0,1,1,1,Two year,336.69324793241174,4.248495242049359
5,1,75.9,0,0,0,1,0,0,1,Month-to-month,122.15633755374822,0.0
53,0,85.7,0,0,0,0,1,1,0,Month-to-month,340.25401699141685,3.970291913552122
47,1,98.75,0,0,0,1,1,0,1,Month-to-month,380.20207566886825,0.0
31,0,20.1,0,1,0,0,0,0,0,One year,69.02314281015144,0.0
13,0,61.8,0,0,0,0,0,1,0,Month-to-month,158.51387029112297,2.5649493574615367
28,0,49.9,0,0,0,0,0,0,0,Month-to-month,166.27700505774266,0.0
10,1,86.45,0,0,0,1,0,0,0,Month-to-month,199.05848128933528,0.0
38,0,20.4,0,0,1,0,0,0,0,Two year,74.20675765841827,0.0
1,1,45.3,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
67,1,104.1,0,1,0,1,0,0,0,One year,437.70850167859953,0.0
52,0,75.4,0,1,0,0,1,0,1,One year,297.92377638103966,0.0
62,0,108.15,0,0,1,1,1,1,0,Two year,446.3495837426267,4.127134385045092
16,0,86.25,0,0,0,1,0,0,1,Month-to-month,239.13577729318112,0.0
5,1,81.0,1,0,0,1,0,0,1,Month-to-month,130.36447090716212,0.0
12,0,95.7,0,1,0,1,0,0,0,One year,237.80556638471165,0.0
72,0,116.85,0,0,1,1,1,1,1,Two year,499.72843600702606,4.276666119016055
71,0,105.75,1,1,0,1,0,1,0,One year,450.7783969971191,4.2626798770413155
24,0,20.15,0,1,0,0,0,0,0,One year,64.0377846815111,0.0
15,0,19.6,0,0,1,0,0,0,0,Two year,53.07778394160332,0.0
67,1,90.6,0,1,0,1,1,0,1,One year,380.94515131682147,0.0
2,0,60.95,0,0,0,0,1,0,0,Month-to-month,42.24732065512867,0.0
5,0,25.05,0,0,0,0,0,0,0,Month-to-month,40.316419706474214,0.0
15,1,88.15,0,0,0,1,0,0,0,Month-to-month,238.71462522715984,0.0
1,1,20.2,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
41,0,60.3,0,1,0,0,1,0,1,One year,223.92839562226976,0.0
43,0,63.95,0,0,0,0,1,0,1,Month-to-month,240.52874739860331,0.0
1,0,74.3,1,0,0,1,0,0,0,Month-to-month,0.0,0.0
1,0,70.6,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
26,1,90.8,0,0,0,1,0,0,1,Month-to-month,295.83516565235055,0.0
22,1,79.35,0,0,0,1,0,0,1,Month-to-month,245.27421867398238,0.0
71,0,90.55,0,0,1,0,1,1,0,Two year,385.9856628660911,4.2626798770413155
7,0,19.45,0,0,1,0,0,0,0,Two year,37.84795239912584,0.0
28,0,64.45,1,0,0,0,0,1,0,Month-to-month,214.7605806807919,3.332204510175204
16,0,69.65,1,0,0,1,0,0,0,Month-to-month,193.11080450400078,0.0
7,0,19.5,0,1,0,0,0,0,0,One year,37.94524790657861,0.0
69,0,110.5,0,0,1,1,0,1,1,Two year,467.8687687579972,4.23410650459726
1,0,24.7,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
3,0,77.4,0,0,0,0,1,0,1,Month-to-month,85.0325911429117,0.0
21,1,96.8,1,0,0,1,0,0,1,Month-to-month,294.70977197162733,0.0
69,0,85.4,0,0,0,1,0,0,1,Month-to-month,361.592695492606,0.0
71,0,47.6,0,0,1,0,1,1,1,Two year,202.9035621471666,4.2626798770413155
69,0,19.4,0,0,1,0,0,0,0,Two year,82.14166618918684,0.0
48,0,103.85,0,0,0,1,0,1,1,Month-to-month,402.02422498278446,3.871201010907891
47,1,83.35,0,0,0,1,0,0,1,Month-to-month,320.9098026025334,0.0
2,1,49.4,0,0,0,0,0,0,1,Month-to-month,34.241470719661294,0.0
45,0,108.45,0,0,0,1,1,1,1,Month-to-month,412.83254701559116,3.8066624897703196
51,0,81.0,0,0,0,1,0,0,0,Month-to-month,318.47787625067036,0.0
22,1,79.2,0,0,0,0,1,1,1,Month-to-month,244.81056230597864,3.091042453358316
72,0,86.65,0,0,1,0,1,1,0,Two year,370.57311921274123,4.276666119016055
37,0,92.95,0,0,0,1,0,0,1,Month-to-month,335.63481998028067,0.0
71,0,90.35,0,0,1,0,1,1,0,Two year,385.13312689068283,4.2626798770413155
7,1,48.7,0,0,0,0,0,0,0,Month-to-month,94.76582425899376,0.0
66,0,25.15,0,0,1,0,0,0,1,Two year,105.36981676196459,0.0
51,0,76.4,0,1,0,0,1,1,1,One year,300.3914783401385,3.9318256327243257
30,0,19.55,0,1,0,0,0,0,0,One year,66.49340881149514,0.0
34,0,85.35,0,0,0,1,0,0,0,Month-to-month,300.97487077598936,0.0
64,0,24.8,0,0,1,0,0,0,1,Two year,103.14030046731986,0.0
65,0,103.15,1,1,0,1,0,0,1,One year,430.588046889735,0.0
47,0,100.75,0,0,0,1,1,1,0,Month-to-month,387.9023708722884,3.8501476017100584
1,1,95.6,0,0,0,1,1,0,1,Month-to-month,0.0,0.0
49,1,59.75,0,0,0,0,1,0,1,Month-to-month,232.53626281210992,0.0
67,0,94.1,0,0,1,1,0,1,0,Two year,395.6615754846899,4.204692619390966
39,0,19.35,0,1,0,0,0,0,0,One year,70.88991785260866,0.0
14,0,19.9,0,0,0,0,0,0,0,Month-to-month,52.51724085934364,0.0
43,1,108.15,1,0,0,1,1,1,1,Month-to-month,406.7737925122588,3.7612001156935624
56,0,101.05,1,0,0,1,0,0,1,Month-to-month,406.76178834878687,0.0
14,0,59.1,0,1,0,0,0,1,0,One year,155.96828818026177,2.6390573296152584
1,1,71.35,0,0,0,1,0,0,0,Month-to-month,0.0,0.0
16,0,55.85,0,1,0,0,1,0,1,One year,154.8490801370918,0.0
70,0,106.05,0,0,0,1,1,0,1,Month-to-month,450.55292041933455,0.0
72,0,84.1,1,0,1,0,1,0,1,Two year,359.6676206092502,0.0
23,0,75.3,0,0,0,1,0,0,1,Month-to-month,236.10271445946495,0.0
21,0,24.7,0,0,0,0,0,0,0,Month-to-month,75.19970421176855,0.0
1,1,20.15,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
1,1,69.75,0,0,0,1,0,0,0,Month-to-month,0.0,0.0
32,1,93.2,1,0,0,1,0,0,1,Month-to-month,323.00658614093453,0.0
17,1,80.85,0,0,0,1,0,0,0,Month-to-month,229.06529886694506,0.0
4,1,33.65,0,0,0,0,1,0,1,Month-to-month,46.648805251684315,0.0
36,0,55.8,0,1,0,0,0,0,0,One year,199.96035676585092,0.0
50,0,39.7,0,0,1,0,0,1,0,Two year,155.3073133154974,3.912023005428146
48,0,29.5,0,0,0,0,0,1,1,Month-to-month,114.20042982178279,3.871201010907891
50,0,20.15,0,0,1,0,0,0,0,Two year,78.82726355937713,0.0
72,0,79.55,0,0,1,0,1,1,0,Two year,340.2087897677272,4.276666119016055
10,0,24.8,0,0,0,0,0,0,0,Month-to-month,57.10411030625234,0.0
18,0,19.65,0,0,0,0,0,0,0,Month-to-month,56.79580504265963,0.0
1,1,79.95,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
1,1,19.3,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
9,0,94.05,0,0,0,1,0,0,1,Month-to-month,206.64897149847144,0.0
2,0,90.75,0,0,0,1,1,0,0,Month-to-month,62.903106635815035,0.0
40,0,78.85,0,0,0,1,0,1,1,Month-to-month,290.86814495688384,3.6888794541139363
69,0,99.5,0,1,0,1,0,0,0,One year,421.29359720742735,0.0
37,1,99.2,0,1,0,1,1,1,1,One year,358.2030569343071,3.6109179126442243
18,0,80.55,0,0,0,1,0,0,1,Month-to-month,232.81944509853605,0.0
11,0,70.2,1,0,0,1,0,0,1,Month-to-month,168.33224815044562,0.0
8,1,85.2,0,0,0,1,0,0,1,Month-to-month,177.16841935112203,0.0
3,1,75.25,0,0,0,1,0,0,0,Month-to-month,82.67057472227526,0.0
55,0,59.45,0,1,0,0,1,0,0,One year,238.23595786207042,0.0
33,0,93.35,0,0,0,1,0,0,1,Month-to-month,326.3989808628959,0.0
46,0,44.95,0,0,0,0,0,0,0,Month-to-month,172.09743077218482,0.0
34,0,26.1,0,0,1,0,0,0,0,Two year,92.03800969248182,0.0
3,0,20.2,0,0,0,0,0,0,0,Month-to-month,22.191968231095817,0.0
30,0,21.25,0,0,1,0,0,0,0,Two year,72.2754443603208,0.0
33,0,59.4,0,1,0,0,1,1,0,One year,207.69254915110892,3.4965075614664802
45,0,95.0,0,1,0,1,0,0,1,One year,361.6329365281804,0.0
40,0,61.9,0,0,0,0,1,1,1,Month-to-month,228.34163820965264,3.6888794541139363
71,0,118.65,0,0,1,1,1,1,1,Two year,505.7669674109521,4.2626798770413155
1,1,54.35,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
72,0,64.45,0,0,1,0,1,1,0,Two year,275.6311313705848,4.276666119016055
22,0,80.15,0,0,0,1,0,0,1,Month-to-month,247.74705263666905,0.0
46,0,20.2,0,1,0,0,0,0,1,One year,77.33855620907971,0.0
55,0,21.0,0,0,1,0,0,0,0,Two year,84.1539968898819,0.0
1,0,20.45,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
12,0,75.85,0,1,0,0,0,1,1,One year,188.48016938641982,2.4849066497880004
31,0,80.45,0,0,0,1,0,0,1,Month-to-month,276.26427060083,0.0
5,1,24.95,0,0,0,0,0,0,1,Month-to-month,40.1554759152308,0.0
67,0,75.5,0,0,1,0,1,0,1,Two year,317.4542927640179,0.0
1,0,44.45,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
40,1,42.35,0,1,0,0,1,0,1,One year,156.2240448817252,0.0
41,0,74.55,0,0,0,0,1,0,1,Month-to-month,276.84679757280617,0.0
1,1,75.3,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
51,1,94.8,0,1,0,1,1,0,1,One year,372.73706998226606,0.0
42,0,48.15,0,0,1,0,1,1,0,Two year,179.96879212034418,3.7376696182833684
23,0,19.65,0,1,0,0,0,0,0,One year,61.61246134300779,0.0
1,1,70.55,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
1,0,20.15,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
56,0,106.6,0,0,0,1,1,0,1,Month-to-month,429.1024902323669,0.0
15,0,91.0,0,0,0,1,0,0,1,Month-to-month,246.4325683003011,0.0
12,0,25.4,0,0,1,0,0,0,1,Two year,63.116628904615204,0.0
54,0,69.95,0,0,1,0,1,1,0,Two year,279.029434057171,3.9889840465642745
7,0,66.85,0,0,0,0,0,0,1,Month-to-month,130.0840934643477,0.0
33,1,86.15,0,0,0,1,0,0,0,Month-to-month,301.2241264203373,0.0
16,0,20.15,0,0,0,0,0,0,0,Month-to-month,55.86766275313158,0.0
21,0,64.85,0,1,0,0,1,0,0,One year,197.43728008636396,0.0
30,0,74.85,1,0,1,0,0,0,0,Two year,254.57962401741233,0.0
3,0,50.5,0,0,0,0,0,1,1,Month-to-month,55.47992057773954,1.0986122886681098
11,0,72.9,0,0,0,1,0,0,0,Month-to-month,174.80656538700123,0.0
62,0,115.05,0,1,0,1,1,1,1,One year,474.8268109994378,4.127134385045092
18,0,19.0,0,0,0,0,0,0,0,Month-to-month,54.917063400027125,0.0
6,0,19.55,0,0,0,0,0,0,0,Month-to-month,35.028897623408476,0.0
46,0,101.1,0,1,0,1,0,0,1,One year,387.0756451850475,0.0
21,0,84.1,0,0,0,1,0,0,1,Month-to-month,256.04433701253987,0.0
68,0,24.15,0,0,1,0,0,0,1,Two year,101.90111108000298,0.0
1,0,50.1,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
25,0,74.6,0,0,0,1,0,0,1,Month-to-month,240.12813653516776,0.0
24,0,19.75,0,0,1,0,0,0,0,Two year,62.766563149371926,0.0
30,1,85.0,0,0,0,1,0,0,1,Month-to-month,289.1017774412832,0.0
2,1,80.55,0,0,0,1,0,0,0,Month-to-month,55.833005394103594,0.0
51,0,106.8,0,1,0,1,0,0,1,One year,419.918977574958,0.0
57,0,84.5,0,0,1,0,1,1,1,Two year,341.6378321320195,4.04305126783455
15,0,25.05,0,0,1,0,0,0,0,Two year,67.83665753761036,0.0
72,0,83.7,0,0,1,0,1,1,1,Two year,357.95695416164386,4.276666119016055
2,1,75.8,0,0,0,1,0,0,1,Month-to-month,52.54055628644385,0.0
28,0,96.6,0,0,0,1,0,0,0,Month-to-month,321.89095568292464,0.0
29,1,98.5,1,0,0,1,0,0,1,Month-to-month,331.6786392536677,0.0
70,0,101.1,0,0,1,1,1,1,1,Two year,429.52286897119023,4.248495242049359
13,0,20.2,0,1,0,0,0,0,0,One year,51.81197702072304,0.0
59,0,94.05,1,1,0,1,1,1,1,One year,383.49239659933295,4.07753744390572
13,1,95.25,1,0,0,1,0,0,1,Month-to-month,244.3114262982114,0.0
7,1,74.4,1,0,0,1,0,0,1,Month-to-month,144.7757150897153,0.0
62,0,81.0,0,0,1,0,1,1,0,Two year,334.2978851886524,4.127134385045092
21,0,60.25,0,1,0,0,1,1,1,One year,183.43247687283625,3.044522437723423
2,0,60.85,0,0,0,0,0,0,0,Month-to-month,42.17800593707267,0.0
1,0,43.95,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
4,0,86.05,0,0,0,1,0,0,0,Month-to-month,119.29062977436658,0.0
19,0,20.25,0,1,0,0,0,0,0,One year,59.62488932812042,0.0
30,1,85.15,0,0,0,1,0,1,0,Month-to-month,289.61195704853253,3.4011973816621555
67,0,19.4,0,0,1,0,0,0,1,Two year,81.57103681618473,0.0
72,0,102.65,1,0,1,1,1,0,1,Two year,438.9997771169981,0.0
53,0,19.9,0,0,1,0,0,0,0,Two year,79.00880907968723,0.0
5,0,19.55,0,1,0,0,0,0,0,One year,31.46451118808666,0.0
71,0,95.5,1,0,1,1,0,1,1,Two year,407.08592825744563,4.2626798770413155
50,0,84.15,0,1,0,0,0,1,1,One year,329.1967359067785,3.912023005428146
56,0,103.2,0,0,1,1,0,1,1,Two year,415.41629448386743,4.02535169073515
2,0,50.2,0,0,0,0,0,1,1,Month-to-month,34.79598846410926,0.6931471805599453
2,1,88.55,1,0,0,1,0,0,1,Month-to-month,61.37818283858315,0.0
24,1,54.75,0,0,0,0,1,0,0,Month-to-month,173.99844721155003,0.0
46,0,19.95,0,0,1,0,0,0,0,Two year,76.38139585995745,0.0
71,0,116.25,0,0,1,1,1,1,1,Two year,495.5365357060529,4.2626798770413155
29,0,31.2,0,0,0,0,0,1,1,Month-to-month,105.05962989557798,3.367295829986474
69,0,24.45,0,0,1,0,0,0,0,Two year,103.523904037403,0.0
71,0,84.2,0,0,1,0,0,1,0,Two year,358.9176456468788,4.2626798770413155
1,1,91.3,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
56,0,85.65,1,0,1,0,1,1,1,Two year,344.7713723114656,4.02535169073515
56,0,21.2,0,1,0,0,0,0,1,One year,85.33745584358518,0.0
1,1,79.5,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
28,0,25.55,0,1,0,0,0,0,0,One year,85.13782523497646,0.0
19,0,20.2,0,0,0,0,0,0,0,Month-to-month,59.47766737916209,0.0
66,0,63.85,0,0,0,0,0,1,0,Month-to-month,267.50945527838724,4.189654742026425
17,0,61.95,0,1,0,0,0,1,1,One year,175.5175666642826,2.833213344056216
52,0,25.75,0,0,1,0,0,0,0,Two year,101.74452575347176,0.0
19,0,58.2,0,1,0,0,0,0,0,One year,171.36634858748684,0.0
36,0,85.85,0,1,0,0,1,1,0,One year,307.645100866457,3.58351893845611
7,1,70.1,1,0,0,1,0,0,1,Month-to-month,136.40830144877745,0.0
72,0,104.9,0,1,0,1,1,1,1,One year,448.62227588478424,4.276666119016055
67,1,111.3,0,1,0,1,1,0,1,One year,467.98228853821445,0.0
34,0,99.85,1,1,0,1,0,0,1,One year,352.1070983829237,0.0
57,1,95.25,1,0,0,1,0,0,1,Month-to-month,385.1006332612409,0.0
7,1,86.25,0,0,0,1,0,0,1,Month-to-month,167.83475035602078,0.0
1,1,100.8,1,0,0,1,0,0,1,Month-to-month,0.0,0.0
8,0,19.55,0,0,0,0,0,0,1,Month-to-month,40.65308213984079,0.0
69,0,104.0,0,0,1,1,0,1,0,Two year,440.347076478115,4.23410650459726
50,0,104.4,0,1,0,1,1,0,1,One year,408.4152017666985,0.0
10,0,19.5,0,1,0,0,0,0,0,One year,44.900409313383896,0.0
12,0,25.25,0,0,1,0,0,0,0,Two year,62.74389290714701,0.0
14,1,86.3,0,0,0,1,0,0,1,Month-to-month,227.7506475457968,0.0
70,0,49.85,0,0,1,0,1,1,1,Two year,211.78748781616056,4.248495242049359
64,0,108.95,1,0,0,1,1,1,1,Month-to-month,453.1103119320362,4.1588830833596715
66,0,89.9,0,0,1,0,1,1,0,Two year,376.64996130817565,4.189654742026425
71,0,82.0,0,0,1,0,1,1,1,Two year,349.5397499173879,4.2626798770413155
20,0,89.95,1,0,0,1,0,0,0,Month-to-month,269.4661180061815,0.0
72,0,79.35,0,0,1,0,1,1,1,Two year,339.353456543924,4.276666119016055
71,0,64.05,0,0,1,0,1,1,0,Two year,273.02464612449626,4.2626798770413155
38,0,101.15,0,0,0,1,0,0,1,Month-to-month,367.94184005632394,0.0
28,1,89.95,0,0,0,1,0,0,1,Month-to-month,299.7317956902596,0.0
17,1,76.45,1,0,0,1,0,0,1,Month-to-month,216.59916015309773,0.0
33,0,39.1,0,1,0,0,0,0,1,One year,136.7134456533394,0.0
23,0,34.6,0,0,1,0,1,1,0,Two year,108.48809987114858,3.1354942159291497
58,0,19.55,0,1,0,0,0,0,1,One year,79.38166085618249,0.0
70,0,104.45,1,0,1,1,0,1,1,Two year,443.7553280320556,4.248495242049359
4,0,70.5,0,0,0,1,0,0,0,Month-to-month,97.73375245895228,0.0
45,0,20.35,0,0,1,0,0,0,0,Two year,77.46558166682601,0.0
10,1,70.0,0,0,0,1,0,0,1,Month-to-month,161.1809565095832,0.0
36,0,19.45,0,0,1,0,0,0,0,Two year,69.69944335297133,0.0
54,0,69.9,0,0,0,0,1,1,1,Month-to-month,278.8299848548428,3.9889840465642745
23,0,59.7,0,0,1,0,0,1,0,Two year,187.18900469097025,3.1354942159291497
41,0,78.35,0,1,0,0,1,0,1,One year,290.9583714262825,0.0
5,0,71.45,1,0,0,1,0,0,1,Month-to-month,114.99433884341647,0.0
27,0,45.85,0,1,0,0,0,0,1,One year,151.1141203062985,0.0
1,0,95.85,0,0,0,1,0,1,1,Month-to-month,0.0,0.0
67,0,35.7,0,0,1,0,1,1,0,Two year,150.1075265122575,4.204692619390966
72,0,89.55,1,0,1,0,1,1,1,Two year,382.97545095788774,4.276666119016055
56,0,24.95,0,0,1,0,0,0,1,Two year,100.43252468384198,0.0
44,0,24.85,0,1,0,0,0,0,0,One year,94.03711240286879,0.0
66,0,100.8,1,0,0,1,0,0,1,Month-to-month,422.31719799626364,0.0
34,1,64.4,0,1,0,0,1,1,1,One year,227.09761778528082,3.5263605246161616
69,0,105.35,0,0,1,1,0,1,0,Two year,446.0631202593213,4.23410650459726
1,1,102.45,0,0,0,1,1,0,1,Month-to-month,0.0,0.0
40,0,19.65,0,0,1,0,0,0,0,Two year,72.48648127333884,0.0
30,0,54.45,0,0,0,0,1,0,1,Month-to-month,185.19519743150437,0.0
11,0,70.5,0,0,0,0,0,1,0,Month-to-month,169.05161673228514,2.3978952727983707
15,0,20.1,0,1,0,0,0,0,0,One year,54.43180904215443,0.0
11,0,69.35,0,0,0,0,0,0,1,Month-to-month,166.294037168567,0.0
64,0,19.8,0,1,0,0,0,0,0,One year,82.3458850505215,0.0
72,0,74.4,1,0,1,0,1,1,0,Two year,318.18395925479456,4.276666119016055
72,0,93.05,1,0,1,1,1,1,1,Two year,397.9437823744439,4.276666119016055
1,0,51.2,0,0,0,0,1,0,0,Month-to-month,0.0,0.0
15,0,65.6,0,1,0,0,1,1,0,One year,177.64809319230497,2.70805020110221
60,0,80.55,0,1,0,0,0,1,0,One year,329.79945448699016,4.0943445622221
56,0,52.7,0,1,0,0,1,0,0,One year,212.1360341017424,0.0
8,0,20.85,0,0,1,0,0,0,0,Two year,43.35635614402458,0.0
3,1,80.1,0,0,0,1,0,1,0,Month-to-month,87.99884432231559,1.0986122886681098
49,0,52.15,0,0,0,0,0,0,1,Month-to-month,202.95842854646915,0.0
2,1,80.2,0,0,0,1,0,0,1,Month-to-month,55.590403880907616,0.0
6,1,98.15,0,0,0,1,1,1,1,Month-to-month,175.8611919047336,1.791759469228055
70,0,114.95,0,0,1,1,1,1,1,Two year,488.36452807357387,4.248495242049359
12,1,112.95,0,0,0,1,0,1,1,Month-to-month,280.67020609355467,2.4849066497880004
52,0,104.45,1,1,0,1,1,1,1,One year,412.7074064058301,3.9512437185814275
72,0,113.65,0,0,1,1,1,1,1,Two year,486.0431044261747,4.276666119016055
40,0,20.6,0,0,1,0,0,0,1,Two year,75.99091675474709,0.0
1,1,70.9,0,0,0,1,0,0,0,Month-to-month,0.0,0.0
3,1,86.85,1,0,0,1,0,0,1,Month-to-month,95.41447727082533,0.0
40,0,91.55,1,0,0,1,0,0,1,Month-to-month,337.71691402413086,0.0
1,0,49.85,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
30,0,19.8,0,1,0,0,0,0,0,One year,67.34370815691068,0.0
23,1,99.85,0,0,0,1,1,1,1,Month-to-month,313.0790974605256,3.1354942159291497
