customerID,tenure_actual,Churn_actual,MonthlyCharges,Contract,RMST_months,CLV_discounted,Remaining_CLV
8646-JCOMS,66,0,90.55,One year,30.930580818666503,2230.8385826418003,277.52899507141774
9804-ICWBG,1,1,69.9,Month-to-month,30.985307746111275,1724.7649031069068,0.0
1222-KJNZD,40,0,20.4,Month-to-month,31.8822392426868,516.1071625794175,306.1264498663631
0106-GHRQR,16,0,71.4,Month-to-month,10.284816421728262,652.0288766440473,768.2147903949333
5318-IXUZF,2,1,87.15,Month-to-month,39.96292931390024,2684.5527882601377,0.0
3768-VHXQO,67,0,24.85,Two year,39.70596389968154,761.2019013112119,72.94668124509441
8952-WCVCD,41,0,104.45,One year,36.698289295875924,2987.787559873372,1698.314502970474
2418-TPEUN,56,0,19.8,Two year,37.83274845139759,581.5784054452166,188.9583771983799
3963-RYFNS,72,0,116.45,Two year,32.66797163740043,3009.5482213296173,0.0
3198-VELRD,3,1,84.75,Month-to-month,28.53793186475641,1945.4010790917473,0.0
8540-ZQGEA,54,0,20.05,Two year,47.1040541335247,712.0415659277014,247.34048116666088
1320-REHCS,52,0,110.75,Month-to-month,25.839782335131396,2328.9897932621507,989.4134536599851
4137-JOPHL,50,0,89.7,Two year,20.840393292752857,1558.1151313821222,751.3373424008525
9436-ZBZCT,14,1,89.95,Month-to-month,21.643274429438808,1616.1042193791295,0.0
7801-CEDNV,27,0,48.7,One year,34.811002645892934,1330.4287432054248,1025.2111944909502
2057-BOYKM,72,0,96.6,Two year,32.79624287565798,2505.112742491959,0.0
3658-QQJYD,62,0,74.3,One year,29.81845039376808,1772.617441990091,377.01611506861576
1803-BGNBD,12,0,54.3,Month-to-month,25.90833801357656,1144.5665107534485,1137.2757526369548
0134-XWXCE,44,0,74.85,One year,42.145158246978845,2414.4190690314554,1243.1477158975965
6950-TWMYB,54,0,79.95,Two year,22.893996718822386,1510.1589918119703,605.4891384381056
5848-FHRFC,68,0,20.05,Two year,44.48424090380723,677.6963079127297,54.443912557998644
2243-FNMMI,20,0,19.4,Month-to-month,14.588890995707366,244.26028319313653,246.2295545405736
2511-MORQY,50,0,54.9,One year,27.550250941842208,1221.7155980054945,558.330109769597
5356-KZCKT,58,0,24.45,Two year,23.353877358424405,470.07029903539245,153.2392627037481
9470-XCCEM,35,0,89.65,Month-to-month,4.760144823407337,396.48357645130704,383.44444554385177
6519-CFDBX,2,0,45.4,Month-to-month,33.83474643717869,1209.8648617013307,1248.2086820046964
3902-MIVLE,63,0,75.7,Two year,34.15961218237733,2034.2308687366567,370.82643944098265
0409-WTMPL,58,0,110.65,One year,18.329910239776275,1713.0044635574036,596.2312145007163
8763-KIAFH,27,0,20.55,One year,21.20189845033279,362.4870365328847,301.20180802413745
3669-WHAFY,71,0,115.15,Two year,23.29834099116355,2209.1690193450486,114.00990099009901
3055-VTCGS,63,0,58.55,One year,22.67824627097893,1096.6603040922826,212.02249787897358
3144-KMTWZ,71,0,93.25,Month-to-month,25.444744243388932,1934.4372444653081,92.32673267326733
7279-BUYWN,41,1,113.2,Month-to-month,30.371422476567957,2744.5891218860697,0.0
7156-MHUGY,13,1,90.5,Month-to-month,39.04218565358276,2731.9076720596495,0.0
7198-GLXTC,2,1,79.0,Month-to-month,27.98292117826871,1782.3279941878784,0.0
2007-QVGAW,68,0,19.35,Two year,30.234355023178857,467.2917365767622,36.45491017961291
5207-PLSTK,1,0,48.75,Month-to-month,23.690039137716447,949.232035940919,1004.2269484623683
2307-FYNNL,65,0,109.05,Two year,49.15526499103545,4017.794645370201,534.3761420613524
5605-XNWEN,72,0,25.0,Two year,22.06680004577222,456.99687938256466,0.0
2155-AMQRX,28,0,54.9,Month-to-month,36.05210208844994,1546.3076879427872,1157.9336967909637
6181-AXXYF,72,0,24.75,Two year,35.04422645300645,680.0909044169915,0.0
5091-HFAZW,2,0,91.15,Month-to-month,23.184484195398735,1741.1271812697134,1859.0958816585737
0516-VRYBW,18,1,20.15,One year,30.325339944562494,487.89608167859143,0.0
2519-LBNQL,60,0,104.35,One year,34.733391108448004,2845.178838691513,730.8987454332812
8623-ULFNQ,26,0,66.05,Month-to-month,37.3511272953518,1918.5683893617688,1493.7181499792193
8380-PEFPE,1,1,71.65,Month-to-month,24.432166300764337,1433.8407104762452,0.0
5687-DKDTV,4,1,20.35,Month-to-month,20.244213058645265,344.42534338628843,0.0
1568-LJSZU,68,0,92.2,Two year,28.855801534284304,2137.1369532905665,165.34551776336153
7530-HDYDS,38,1,84.25,Month-to-month,45.27633697398913,2891.454919959947,0.0
7789-HKSBS,42,0,105.2,One year,45.09647889054964,3598.0591345265857,1947.2099188815585
7416-CKTEP,57,0,19.6,Two year,28.24614547456801,445.8585640958161,146.8448163412944
2586-CWXVV,54,0,30.4,Month-to-month,30.5361818475643,740.5694610135387,279.75779829792714
3096-IZETN,12,1,78.1,Month-to-month,19.011712278580426,1249.4491583095405,0.0
2348-KCJLT,44,0,61.5,One year,18.82028188395035,974.9756872485726,572.7194866696022
8401-EMUWF,42,0,69.4,Month-to-month,35.659179374979146,1936.1401072002268,1086.4484783661203
4193-IBKSW,72,0,24.75,Two year,38.07769583049578,731.0628107048857,0.0
5377-NDTOU,71,0,91.05,Two year,47.15599589462849,3236.5631546836407,90.14851485148515
5922-ABDVO,19,1,89.65,Month-to-month,24.38999202221891,1791.3057128585694,0.0
2474-LCNUE,23,0,73.65,Month-to-month,28.295674999062562,1677.9677494469997,1415.815366730988
0839-QNXME,30,0,19.4,Two year,14.362278480662702,240.80100644948865,200.19198939325122
3506-OVLKD,35,0,26.2,One year,23.84962541002316,513.2015068160034,355.27611619619495
9172-ANCRX,10,1,98.7,Month-to-month,8.102618306118828,721.8191200977357,0.0
6650-VJONK,1,0,43.85,Month-to-month,32.70543802603406,1134.4014278577486,1172.1047642470344
2178-PMGCJ,22,0,69.7,Month-to-month,43.574163920291944,2314.1375694806834,1881.9026577334582
7492-TAFJD,7,0,38.55,Two year,13.021691059736092,437.5178840030089,505.32795534564013
2773-MADBQ,36,0,53.1,Two year,35.246093565784,1466.429714788572,937.9113172600775
6016-LVTJQ,34,0,20.65,Month-to-month,35.867737216532205,579.0339460831956,387.0359301376687
7860-KSUGX,72,0,64.45,Two year,36.55660775981187,1837.3921776283958,0.0
8966-KZXXA,36,0,25.1,Two year,32.402606707630895,644.0758971832744,416.19376399894776
6910-HADCM,1,1,76.35,Month-to-month,48.46261056456799,2778.7896405531874,0.0
4816-LXZYW,23,1,79.15,Month-to-month,24.0234259762322,1560.4015744063809,0.0
9606-PBKBQ,32,1,85.0,Month-to-month,24.30464763044573,1693.1223342975688,0.0
5149-QYTTU,71,0,95.15,One year,6.427764723876834,559.6916342224713,94.20792079207921
2070-XYMFH,23,0,79.35,Month-to-month,33.64481032343448,2104.2274527020027,1733.6692188237937
2085-BOJKI,17,0,96.65,One year,26.545715003927604,2081.462589688848,1972.1052789261792
0817-HSUSE,1,0,75.5,Month-to-month,6.071207536374998,420.77624498636214,521.7127620244037
5442-PPTJY,12,0,19.7,Two year,15.861313885856667,267.6217522629589,288.7804601716325
1927-QEWMY,72,0,20.5,Two year,40.51868931369691,639.0891499640286,0.0
1663-MHLHE,1,0,19.2,Month-to-month,12.164235548875615,204.70546133029953,230.9924823581792
5663-QBGIS,72,0,98.35,Two year,7.041263844020137,630.4446630026398,0.0
4450-MDZFX,60,0,74.35,Month-to-month,42.43217383310237,2412.4284189167124,592.6639640779464
6701-DHKWQ,61,0,51.35,Two year,23.150857229329027,979.6114518200326,258.8271645338997
7554-AKDQF,6,0,45.65,Month-to-month,23.336041445396134,877.0611099069065,927.5656353121989
3536-IQCTX,32,1,85.3,Month-to-month,29.874614207683244,2038.4161714693303,0.0
4911-BANWH,31,1,86.55,Month-to-month,22.36388347939519,1601.0867924674124,0.0
8496-EJAUI,19,1,73.85,Month-to-month,38.84666859712462,2219.598369693019,0.0
0794-YVSGE,72,0,20.3,Two year,19.061309376293114,325.5216452355461,0.0
5423-BHIXO,32,0,54.2,Month-to-month,31.495638766161733,1356.6536492168018,971.2926025611591
6908-VVYHM,65,0,90.65,Month-to-month,7.642221672074583,627.5799009200243,67.46911612872462
2959-EEXWB,45,0,50.9,Month-to-month,12.997644170433448,576.7051985561487,330.574618070012
1839-UMACK,42,0,25.05,One year,6.341695303002689,145.4843408095745,116.73837864068744
3030-YDNRM,8,0,74.85,Month-to-month,36.10236753923255,2110.77723575748,2078.9743221523154
7321-KKSDU,32,0,20.5,Two year,41.09194757156013,646.9213758933954,446.0725139523596
3402-XRIUO,22,0,63.55,Month-to-month,18.961489811201098,1014.2643688600916,939.3675405932328
3132-TVFDZ,57,1,44.85,Month-to-month,41.61250542997871,1430.863271777851,0.0
8286-AFUYI,1,0,47.95,Month-to-month,29.95401215702409,1148.5357606854816,1193.8614082020945
8080-DDEMJ,1,1,45.1,Month-to-month,16.999171090137914,652.3296431682129,0.0
8356-WUAOJ,1,0,45.0,Month-to-month,26.42728043808141,965.304485314829,1012.582383905346
6365-MTGZX,24,1,96.0,Month-to-month,14.100495952375928,1171.770795293712,0.0
1349-WXNGG,1,1,20.05,Month-to-month,39.49181450570177,611.2929063525302,0.0
8058-DMYRU,54,0,90.05,Month-to-month,19.72469071767452,1489.015485932329,616.2896960562224
9350-ZXYJC,4,0,25.3,Two year,8.199203093317772,187.0888200595312,240.28129148275892
6990-YNRIO,65,1,108.65,Two year,23.327748534162517,2086.8037964087794,0.0
8958-JPTRR,56,0,24.3,One year,16.104141633090975,334.6899071896758,130.24501503320724
6959-GQEGV,45,0,75.95,Month-to-month,35.80466658785612,2126.404268355421,1069.8278744787183
3173-WSSUE,71,0,19.7,Two year,5.283772620416837,96.23313928334586,19.504950495049503
1265-HVPZB,59,0,66.4,One year,22.554572144142714,1237.654243657305,385.8100297670876
4115-UMJFQ,69,0,35.75,One year,26.383207468564045,765.7510796899102,61.062884280230435
7369-TRPFD,19,0,18.8,One year,17.035317529761564,272.446901801882,271.0962086735471
1098-KFQEC,55,0,19.4,Two year,48.94909054923228,712.1798393393801,234.35295073388892
7190-XHTWJ,38,0,19.3,One year,26.823947104678435,419.4899050739027,267.1099731832257
0621-TWIEM,10,1,45.55,Month-to-month,23.105023795278093,867.4342402800936,0.0
3537-RYBHH,47,0,67.45,Month-to-month,54.717049628346984,2725.449613141272,1226.5328365562502
2485-ITVKB,2,1,35.1,Month-to-month,19.397114450527432,571.7411511958323,0.0
3669-OYSJI,1,1,46.2,Month-to-month,38.17294880546263,1367.6171070217622,0.0
1612-EOHDH,1,1,45.15,Month-to-month,34.74034749400296,1231.2627420333592,0.0
6702-OHFWR,1,1,43.3,Month-to-month,44.1328072897059,1453.5498855149415,0.0
5296-BFCYD,46,0,20.1,Two year,25.16145945453208,412.85571755019134,209.15641487663723
4510-PYUSH,38,1,57.15,Month-to-month,49.487411106523574,2117.873580677209,0.0
9359-JANWS,65,0,58.9,Two year,8.604656324176121,455.65385402689895,50.03878348608806
7517-SAWMO,19,1,73.2,Month-to-month,26.723091891005662,1585.737552364312,0.0
4143-HHPMK,52,1,85.35,Month-to-month,19.788080095945844,1415.3640133380097,0.0
3279-DYZQM,71,0,19.45,Two year,24.91675915604178,396.06211931352124,19.257425742574256
7054-LGEQW,1,1,45.95,Month-to-month,4.434388324067815,189.9088758724848,0.0
0523-VNGTF,52,0,50.5,Month-to-month,15.85025125908631,685.601541163025,320.1604531863966
9575-IWCAZ,6,0,25.1,One year,13.041690044926941,285.26968626471705,330.29250398435767
7105-MXJLL,26,0,60.7,One year,23.922222570678933,1192.1941924870787,993.0265063280206
7064-FRRSW,48,0,99.0,One year,27.976467240944828,2233.0965447377207,1055.0028143815728
7940-UQQUG,64,0,104.4,One year,47.27258457116851,3719.0355463309097,557.1642984130958
0923-PNFUB,3,1,83.75,Month-to-month,6.3156724812293445,484.5131512721736,0.0
3961-SXAXY,1,0,44.05,Month-to-month,26.551260026438506,948.8395079214797,994.9603866357037
7010-BRBUU,72,0,24.1,Two year,50.55172041980431,909.6329054487093,0.0
3566-HJGPK,1,0,45.55,Month-to-month,30.42503801371718,1106.0922683259364,1148.491126240314
3062-ICYZQ,51,0,93.8,Month-to-month,12.985446606643617,1061.8553996578885,543.4698586368453
9938-PRCVK,41,0,19.7,Two year,26.543602700343435,424.2310593897776,252.48334601902343
0973-KYVNF,72,0,70.65,Two year,51.24624226875819,2698.1565804780507,0.0
5129-HHMZC,43,0,86.45,Two year,26.38399820961189,1851.7743583833815,1078.1844836904952
9637-CDTKZ,72,0,114.1,Two year,24.501616023294215,2289.092250316371,0.0
3946-JEWRQ,47,0,95.2,One year,42.804426030319334,3112.3947206997364,1456.4700031500104
7873-CVMAW,72,0,88.55,Two year,32.48103057509846,2277.038332805973,0.0
0463-WZZKO,3,0,20.75,Month-to-month,38.044476794157305,612.4464561280571,624.0753481046522
3494-JCHRQ,1,1,70.05,Month-to-month,34.23046059674904,1885.8099854782092,0.0
6474-FVJLC,2,1,86.0,Month-to-month,53.95739098908841,3433.446216818518,0.0
4524-QCSSM,26,0,44.65,Month-to-month,44.52423460071415,1510.3571268026835,1148.853784435114
5832-EXGTT,29,0,60.2,Month-to-month,23.60548974548299,1168.4637176807955,909.5303141065743
8840-DQLGN,35,1,100.5,Month-to-month,21.219441336559846,1774.0567682192438,0.0
2039-JONDJ,27,0,55.45,One year,6.375271189361927,323.6511317584884,354.680637662242
7217-JYHOQ,24,0,70.3,Month-to-month,30.21175678993892,1696.592230942121,1406.4065520686415
6695-FRVEC,67,0,60.4,Two year,45.48762449052222,2081.2808884880856,201.1582676008739
4547-LYTDD,16,1,72.65,Month-to-month,33.31772294691629,1910.1815304982833,0.0
9894-QMIMJ,23,0,55.8,One year,9.223301674714651,460.5391214279832,479.39790493369594
8069-YQQAJ,14,0,31.1,Month-to-month,28.452758877271883,712.0122890030736,683.1372525029013
6770-XUAGN,1,1,21.0,Month-to-month,39.86805491705965,645.5474325236024,0.0
4193-ORFCL,1,1,45.1,Month-to-month,28.310335305139517,1027.9817970270074,0.0
1636-NTNCO,4,0,50.95,Month-to-month,15.991988374641716,697.3164801781944,791.5211605769459
3466-WAESX,16,0,69.1,Month-to-month,30.67198063004575,1689.8981099072805,1581.9407028159726
9281-PKKZE,46,0,43.95,Month-to-month,4.960860427111596,202.18139328819123,124.65643780780596
3638-VBZTA,68,0,86.5,Two year,19.772402290886586,1433.4157855864976,99.59721504123651
7459-IMVYU,38,0,69.95,Month-to-month,31.492263891412307,1750.7198370892238,1090.6880850970124
7776-QWNFX,30,1,50.4,Month-to-month,46.740183674294656,1777.927087249555,0.0
6689-TCZHQ,5,1,78.95,Month-to-month,49.73108481119769,2938.1567673971476,0.0
8563-OYMQY,17,0,90.95,Month-to-month,17.519337414321672,1351.7958527818591,1388.2437189528744
0754-EEBDC,4,0,19.9,Two year,41.998315352057546,639.9720475790541,643.647728416314
5777-ZPQNC,12,0,20.15,One year,32.21786957917781,514.4766303203521,495.5432348286936
1951-IEYXM,72,0,90.6,Two year,22.707213661137853,1698.8960670641643,0.0
3318-NMQXL,3,0,92.0,Month-to-month,14.235943344683271,1132.7816431757954,1294.3366721158782
3143-ILDAL,56,1,94.45,Month-to-month,23.251795455625853,1808.8185859417524,0.0
1022-RKXDR,41,0,24.85,One year,25.05203999251954,508.45526001876283,305.1968231306739
2361-FJWNO,40,0,36.0,One year,32.91655464356306,936.5762153596481,553.1235964394632
2272-UOINI,7,0,78.5,Month-to-month,47.81416250826226,2824.028181034783,2727.9990079606027
8232-UTFOZ,69,0,19.95,Two year,46.661955910265576,702.7456790092334,48.1143387091351
3750-YHRYO,7,0,20.65,One year,45.562126108735924,712.5706237487383,691.6547731587997
6637-KYRCV,5,0,30.5,Month-to-month,24.754359662989387,617.4867746155339,656.6888878052013
5668-MEISB,72,0,106.1,Two year,22.710214798125374,1989.780069299097,0.0
0129-QMPDR,44,0,20.5,One year,26.38399820961189,439.1136419532599,243.34592232508473
7188-CBBBA,65,0,95.5,One year,31.345447421688547,2380.424426443531,308.04696012518986
5356-CSVSQ,3,0,64.6,Month-to-month,29.224104340852413,1514.177446372475,1582.3042232095142
3221-CJMSG,24,0,51.1,Month-to-month,39.452486922318215,1556.6116457363942,1242.6702633229295
4720-VSTSI,44,1,84.8,Month-to-month,9.125417104826683,692.9685322666725,0.0
3219-JQRSL,72,0,89.1,Two year,32.44767762462976,2289.123136073331,0.0
2801-NISEI,24,0,54.95,Month-to-month,26.943967655804798,1199.065404126016,1011.6266609365986
3946-MHCZW,1,1,50.9,Month-to-month,25.468875059736817,1056.7879349934683,0.0
4623-ZKHLY,22,0,20.45,Month-to-month,19.07344696138822,328.1145051380846,303.54650184514685
6732-VAILE,70,0,85.95,Two year,19.81132024255341,1426.8141618166887,92.14677981624523
8201-AAXCB,25,0,60.35,Month-to-month,5.6673862173457845,315.10293078636425,379.2545217023177
7696-CFTAT,37,0,19.8,Two year,37.66663863329222,579.3575946843647,361.78312524208917
1845-CSBRZ,22,0,85.35,Month-to-month,8.903257021398009,681.6268172561935,749.622040291165
2123-VSCOT,59,0,72.1,Two year,39.11450099816349,2179.970284534809,589.9300298187527
6651-AZVTJ,49,1,99.8,Month-to-month,23.05009165408151,1896.528966082524,0.0
4566-GOLUK,47,1,107.35,Month-to-month,25.223922755690577,2209.823411999106,0.0
2484-DGXPZ,31,1,19.55,Month-to-month,33.17073861351341,512.0445033335442,0.0
2018-QKYGT,1,0,81.05,Month-to-month,26.547299262739124,1745.5916517731937,1830.4613263825584
2792-VPPET,3,0,20.5,Month-to-month,15.998984710830092,280.68020340240486,315.37971487078073
7409-JURKQ,53,0,111.8,One year,18.028816451987012,1705.1890379596198,753.907466167434
3247-MHJKM,1,0,20.2,Month-to-month,29.1839183149956,472.9011079032554,492.46916815763217
1964-SVLEA,20,0,19.7,One year,38.56840972384161,588.4074233998812,501.1088950702374
4587-NUKOX,3,1,79.1,Month-to-month,21.285714936502885,1400.1911612748659,0.0
7297-DVYGA,51,0,19.85,One year,23.293903648631726,380.76058912932746,173.12618020509672
2239-CGBUZ,51,0,60.5,One year,35.22292802504264,1669.8335158953541,701.1211384880943
0854-UYHZD,13,0,19.55,Two year,29.946102678662857,468.1682697540509,452.78960589915243
7243-LCGGZ,1,0,20.9,Month-to-month,20.967500344867425,365.01745359953867,390.0998899005939
8267-KFGYD,1,0,21.05,Month-to-month,40.01573315041706,649.163683872782,662.2832771443472
4890-VMUAV,63,0,71.5,One year,27.006574495063294,1563.4015935087689,293.74351197045786
9261-WDCAF,3,0,54.65,Month-to-month,6.023930279519509,302.32935501793366,402.6587935958557
3764-MNMOI,46,0,19.2,Two year,26.11470101712934,407.5565361404082,205.57316314444486
7442-YGZFK,1,0,49.8,Month-to-month,8.664760626760579,387.767454693007,456.4460587135278
0420-BWTPW,8,1,25.5,Month-to-month,38.96935249564626,768.5168540645776,0.0
8229-BUJHX,71,0,20.5,Two year,32.344600633877704,525.2140831990906,20.297029702970296
7449-HVPIV,55,0,90.4,Month-to-month,5.70455952642723,474.9385050262165,262.3056531044186
5504-WSIUR,70,0,90.25,One year,26.470421130777908,1938.7625982962911,116.17052952688717
8183-ONMXC,2,1,80.75,Month-to-month,44.967088751398315,2754.9678454131144,0.0
8466-PZBLH,67,0,104.6,Two year,38.660470639248345,3130.711793086475,299.29557042513545
9614-RMGHA,65,1,91.85,Month-to-month,40.97648346678196,2891.4617786649974,0.0
8735-IJJEG,14,0,50.2,Month-to-month,40.54355669779348,1565.821961296717,1431.47075483676
0564-MUUQK,20,0,95.5,Month-to-month,5.673685302942501,499.15599380793304,645.4025543462035
5054-IEXZT,1,1,75.35,Month-to-month,16.774809106190528,1076.8581115642933,0.0
5834-ASPWA,1,1,75.45,Month-to-month,27.8491395827015,1695.0654496384088,0.0
0701-RFGFI,49,0,95.4,Month-to-month,43.30223117960159,3150.302849909058,1368.0904017557934
0019-EFAEP,72,0,101.3,Two year,29.48536950610786,2393.0430575999567,0.0
5619-PTMIK,46,0,53.1,Month-to-month,34.140247470301006,1426.211414665956,696.9877226330236
3737-XBQDD,24,0,84.85,Month-to-month,14.209612460503678,1042.982489048217,990.6199796970944
5882-CMAZQ,5,0,34.25,Month-to-month,38.72720944811212,1026.6506098529726,1034.1473822818452
5846-QFDFI,33,0,88.6,Month-to-month,15.192494078294771,1157.4530369274464,901.2023613662408
4445-KWOKW,42,0,60.15,One year,28.38125152518869,1374.0448303514067,800.0196453689557
3511-APPBJ,23,0,99.95,One year,35.49768743964154,2777.42406757088,2272.311858660122
7967-HYCDE,8,0,70.7,Month-to-month,39.435477345902214,2152.8621196765043,2099.662304312073
2430-RRYUW,66,0,54.8,One year,30.639584459106484,1338.9381463367615,166.66459736054418
3948-XHGNA,24,1,49.55,Month-to-month,27.440970326250874,1098.8031023285785,0.0
3723-BFBGR,24,0,54.8,Month-to-month,19.639386133767584,902.6271491378949,803.7398808426086
0565-IYCGT,69,1,78.6,One year,45.370546794891396,2702.397087228584,0.0
5447-WZAFP,53,0,100.3,One year,50.091382788660596,3756.0047865072374,1354.2087456293664
5110-CHOPY,60,0,53.6,Two year,34.180678071149046,1441.1290263397825,371.60540173202276
5445-UTODQ,7,1,81.1,Month-to-month,32.92980964152664,2110.6408782069934,0.0
4425-OWHWB,20,0,19.35,One year,11.115272166156014,189.86077979092602,203.7985149207116
7892-QVYKW,23,0,85.6,Month-to-month,23.27303112805172,1640.6623299511366,1425.4487921672403
9675-ICXCT,72,0,80.8,Two year,35.852557801392685,2264.827731268183,0.0
1024-VRZHF,11,1,74.95,Month-to-month,20.32214058275028,1272.9049919423803,0.0
4703-MQYKT,21,0,19.6,Two year,29.424613969169066,462.1788315339601,401.1609297576937
9497-QCMMS,1,1,93.55,Month-to-month,41.70401182015433,2990.2398582702076,0.0
5692-ICXLW,31,0,90.7,Month-to-month,12.649074925970876,1002.3535662097426,838.7110838913079
0602-DDUML,57,0,69.75,Two year,15.89422542596115,949.3266470532238,360.7010652966369
2208-MPXIO,45,0,20.0,Two year,17.680213576268116,299.7220826188464,164.87700414387723
1960-UYCNN,10,0,95.25,Month-to-month,30.575612127480525,2322.9977433262657,2305.917596192043
0348-SDKOL,58,1,102.1,Month-to-month,8.859105852584939,811.6254972703199,0.0
3190-FZATL,14,0,19.95,Month-to-month,30.26616213666654,482.22616329196416,458.51993189624983
7336-RLLRH,27,0,80.85,One year,37.1420901349485,2337.0295258603846,1785.2959460522313
4373-MAVJG,14,1,90.9,Month-to-month,18.300952975842772,1405.2480489190327,0.0
8901-HJXTF,12,1,29.2,Month-to-month,57.87030968898278,1238.1235965392407,0.0
7710-JSYOA,69,0,93.3,Two year,36.85381760466463,2678.683615111461,197.6182636174792
5419-KLXBN,25,1,89.15,Month-to-month,33.15655361332868,2334.1025780716827,0.0
3424-NMNBO,58,1,108.85,One year,46.68455507529433,3835.8824276631235,0.0
9885-MFVSU,35,0,46.35,Two year,22.596746367702323,865.3728130008744,603.8185394451199
4514-GFCFI,16,1,84.75,Month-to-month,32.10056232168728,2156.9688753177306,0.0
0607-MVMGC,45,0,78.75,One year,35.96549422520861,2213.4222275906623,1112.990176505847
3365-SAIGS,17,0,83.55,Month-to-month,36.150888302024846,2358.8757291273337,2125.756631521358
9828-AOQLM,1,1,45.7,Month-to-month,24.439740628125485,914.7875994349415,0.0
8022-BECSI,22,0,19.6,One year,26.055647686739775,415.21573592789105,363.6692793198611
8000-REIQB,1,1,69.95,Month-to-month,38.55443223634376,2088.6365479346455,0.0
9993-LHIEB,67,0,67.85,Two year,30.869481789959927,1668.6938672839026,154.87266462093777
0266-CLZKZ,67,0,105.65,Two year,43.102503667292495,3474.848583440259,334.97088301333946
7615-ESMYF,2,1,44.6,Month-to-month,39.88301353528922,1371.466141883431,0.0
3858-VOBET,23,1,74.95,Month-to-month,20.873586608321585,1303.7567265257926,0.0
7020-OZKXZ,9,0,75.5,Month-to-month,30.097470771631095,1816.035920321075,1815.6201163889987
3977-QCRSL,5,0,20.15,Month-to-month,42.844281977567995,659.2993684596835,657.1234005161378
0017-DINOC,54,0,45.2,Two year,39.057241409680515,1364.9013944611133,491.2650658658287
1447-PJGGA,57,1,95.25,Two year,38.578547726151655,2845.614495305745,0.0
8565-CLBZW,24,1,89.85,Month-to-month,26.540962387576094,1934.7113043989145,0.0
9139-WQQDY,49,1,100.45,One year,19.55393910138688,1648.0847482377008,0.0
0224-HJAPT,5,1,47.15,Month-to-month,28.5684514560061,1083.327093013741,0.0
8086-OVPWV,2,1,80.2,Month-to-month,5.953173688549977,438.73778372824006,0.0
9430-FRQOC,4,1,87.1,Month-to-month,29.03143129138947,2029.723911446186,0.0
7639-OPLNG,70,0,79.25,Two year,28.587700601777684,1821.9420791987245,106.51323972395336
3074-GQWYX,5,1,75.9,Month-to-month,21.51644590926261,1356.5394886357917,0.0
1492-QGCLU,53,0,85.7,Month-to-month,33.692394456377414,2275.4258653403863,884.544639631374
6845-RGTYS,47,1,98.75,Month-to-month,36.16535030260303,2788.99022062558,0.0
7328-OWMOM,31,0,20.1,One year,28.47209557376398,460.45035978051044,337.2998081445446
4418-LZMSV,13,0,61.8,Month-to-month,17.017623303767106,894.7562586987768,953.1336247710343
5155-AZQPB,28,0,49.9,Month-to-month,21.61059535050013,895.3302346371806,718.746470501884
8861-HGGKB,10,1,86.45,Month-to-month,36.52423828720334,2462.6858761493772,0.0
1087-GRUYI,38,0,20.4,Two year,31.619510701505142,512.3810235409023,319.03862874943985
7065-YUNRY,1,1,45.3,Month-to-month,35.90496907278938,1271.378026311691,0.0
7694-VLBWQ,67,1,104.1,One year,31.004832514161254,2570.060088092235,0.0
2546-KZAAT,52,0,75.4,One year,20.06931118289212,1266.2733736926682,564.7922509059075
0181-RITDD,62,0,108.15,Two year,24.575752232999182,2175.5410379144187,481.1100829389225
5989-PGKJB,16,0,86.25,Month-to-month,37.48937899414443,2513.38553878391,2281.3948823675178
4795-KTRTH,5,1,81.0,Month-to-month,49.2191401759882,2987.675274166353,0.0
8272-ONJLV,12,0,95.7,One year,32.974040708710405,2493.532726910669,2394.269186207752
1488-PBLJN,72,0,116.85,Two year,5.988189227160996,642.7937511138175,0.0
0308-GIQJT,71,0,105.75,One year,40.64351479587679,3305.5704652430895,104.70297029702971
3778-FOAQW,24,0,20.15,One year,19.03832462385597,322.7663546847123,289.0676956969637
4452-ROHMO,15,0,19.6,Two year,23.117249446790428,373.4294148082733,370.10088295364324
6481-OGDOO,67,1,90.6,One year,21.58959724846646,1624.1801576190396,0.0
3090-LETTY,2,0,60.95,Month-to-month,49.856607925237775,2273.2137779121995,2279.3126110644434
5349-AZPEW,5,0,25.05,Month-to-month,19.67846289759957,413.3420729382125,454.39014185966363
3753-TSEMP,15,1,88.15,Month-to-month,33.70323871996318,2341.133902689415,0.0
8305-VHZBZ,1,1,20.2,Month-to-month,40.796901120980635,633.4843737563872,0.0
9720-JJJOR,41,0,60.3,One year,6.427764723876834,354.6968527967947,272.53818984526924
8100-HZZLJ,43,0,63.95,Month-to-month,33.18925144958169,1675.7656243943893,935.0400838890084
8775-ERLNB,1,0,74.3,Month-to-month,22.021021409759626,1355.6830333730547,1442.832956588039
8309-IEYJD,1,0,70.6,Month-to-month,43.05251277499066,2319.7163566043396,2356.5720603237583
9172-JITSM,26,1,90.8,Month-to-month,5.960277556469777,497.2869896213347,0.0
6298-QDFNH,22,1,79.35,Month-to-month,34.7266051395854,2163.166876569261,0.0
7398-HPYZQ,71,0,90.55,Two year,20.32576320728557,1538.0912327101905,89.65346534653465
3546-GHEAE,7,0,19.45,Two year,36.44831794197246,553.0659047802582,549.738370970951
7361-YPXFS,28,0,64.45,Month-to-month,27.55507031231634,1434.4573898239667,1112.046149830385
